mkt_email,next_mnth_pv,age,tenure,ammount_spent,vehicle,food,beverage,art,baby,personal_care,toys,clothing,decor,cell_phones,construction,home_appliances,electronics,sports,tools,games,industry,pc,jewel,books,music_books_movies,health
0,9.23,30,0,48.87,0,0,1,1,0,1,1,2,0,5,0,0,1,0,0,0,4,4,2,1,2,2
0,11.38,23,0,52.86,0,3,0,3,2,0,2,1,1,1,0,2,2,1,2,1,1,3,1,1,1,3
1,1790.35,35,0,102,0,1,0,2,3,2,3,1,0,4,1,1,1,1,0,2,1,5,1,0,0,4
0,14.71,35,0,6.35,0,2,2,1,4,0,0,1,1,2,1,2,3,1,1,2,2,1,1,0,0,2
0,40.18,53,0,49.08,0,1,1,1,1,0,0,3,0,3,1,2,2,0,0,2,1,0,2,3,2,1
1,1125.41,30,0,2.88,0,0,0,2,1,1,0,2,1,5,1,2,0,0,1,2,0,2,0,1,2,1
1,1553.78,54,0,195.58,0,0,2,1,3,1,0,0,3,7,2,0,2,1,1,2,0,2,0,1,0,2
1,1539.05,31,0,37.55,0,5,0,3,2,0,1,1,1,4,0,0,1,2,2,0,2,0,1,0,0,3
1,1357.81,43,1,436.2,0,0,1,1,0,0,0,1,1,4,1,0,0,2,0,1,2,1,3,2,1,2
1,1539.03,46,0,9.7,0,2,1,0,0,1,2,5,1,5,1,0,1,1,3,1,2,0,1,3,0,0
1,1549.32,41,2,297.64,0,1,0,1,2,1,0,2,1,3,1,2,1,0,0,4,1,2,1,0,0,3
1,1188.32,52,0,51.61,1,0,1,1,2,1,0,2,1,1,2,1,0,0,1,1,0,4,0,2,1,2
1,1584.41,43,1,0.77,0,0,0,1,1,1,2,4,2,2,1,0,3,0,0,2,1,2,5,2,2,0
0,109.72,26,1,53.18,0,2,0,0,0,2,1,0,0,1,1,3,5,1,1,1,3,1,3,0,1,1
1,1275.49,44,1,100.06,0,2,3,0,1,0,0,0,0,6,1,1,2,1,0,0,1,1,0,1,1,1
0,167.3,49,0,21.4,0,0,1,0,2,0,3,5,3,4,1,1,2,0,3,3,0,5,0,1,0,0
1,1312.51,46,0,230.06,0,3,2,0,1,0,0,2,2,1,0,2,4,1,2,2,0,3,1,1,1,1
0,31.98,28,1,13.98,0,1,1,0,1,4,1,3,0,0,2,0,3,1,0,3,1,3,3,1,0,2
0,106.77,37,1,30.25,0,1,1,1,2,1,1,2,1,5,1,0,2,0,0,1,1,1,2,2,0,3
0,51.15,34,1,3.02,0,0,3,1,4,2,1,1,1,6,2,0,6,2,0,0,1,2,0,1,0,4
1,1866.98,46,1,171.89,1,1,3,1,2,2,2,4,1,1,1,0,0,0,2,2,2,3,3,2,0,1
1,893.7,60,1,152.02,0,2,0,0,0,1,3,0,0,4,0,2,3,1,1,0,2,1,0,0,1,0
1,1140.44,35,0,54.1,0,1,0,1,3,0,0,1,1,4,1,1,1,0,4,1,0,3,0,1,1,1
0,114.84,44,0,73.46,0,0,2,2,1,0,0,1,1,5,0,0,2,2,1,3,1,2,2,0,3,1
1,11317.52,30,0,40740.03,0,3,5,2,0,1,0,6,3,5,3,0,1,0,0,5,0,1,4,0,2,2
0,217.08,47,0,64.97,0,0,1,1,2,0,0,3,2,2,1,2,2,0,1,2,1,3,1,1,2,5
0,43.17,28,1,23.54,0,2,1,0,0,0,1,2,1,2,3,1,4,1,2,4,1,3,1,0,1,4
1,1534.91,28,1,197.37,0,0,1,2,0,2,0,1,1,5,0,1,1,2,2,1,2,2,2,0,2,1
1,1428.92,50,1,5.03,0,4,0,1,1,2,1,2,1,2,0,0,3,1,0,5,1,0,2,1,5,1
0,449.07,57,0,238.09,0,0,1,2,0,2,0,6,0,3,1,2,3,1,0,0,0,4,1,1,2,0
0,206.73,27,1,14.09,0,2,2,0,2,0,4,4,4,2,0,3,3,0,0,2,2,0,2,2,0,2
0,66.52,34,0,111.08,0,2,1,0,2,1,0,5,2,1,1,0,3,0,0,2,0,2,2,1,1,2
0,33.39,23,0,143.16,0,0,2,1,0,2,0,5,2,4,1,4,0,1,0,2,1,2,0,0,1,1
0,360.48,42,1,52.97,0,0,0,1,1,1,0,2,1,6,2,1,0,1,1,1,1,2,1,1,1,1
1,1558.38,21,1,228.38,0,2,1,1,0,0,1,1,1,2,1,2,2,1,0,2,1,1,0,2,1,2
0,88.04,34,0,12.95,0,2,2,0,0,1,2,1,2,2,2,0,0,2,1,2,1,0,0,2,2,1
1,1037.52,63,0,47.62,0,1,1,1,0,1,2,4,0,2,2,1,2,0,1,3,1,2,0,0,0,1
1,1058.34,36,0,23.92,0,1,1,1,0,1,1,2,0,3,1,0,2,0,1,1,0,2,1,1,1,2
0,25.12,27,0,275.95,0,1,1,0,1,1,2,0,3,5,1,1,3,0,2,0,2,2,2,2,0,5
1,1636.32,21,0,160.02,1,2,4,2,1,2,2,1,2,4,0,1,2,0,2,1,2,2,0,2,0,1
1,1305.07,27,0,26.34,0,3,1,1,0,1,2,2,1,1,3,2,2,3,1,1,0,0,2,3,2,0
0,207.51,23,0,352.39,0,3,1,0,0,0,2,1,0,1,2,0,1,0,2,3,2,2,0,1,1,4
1,2016.53,23,3,338.47,0,2,4,0,1,1,1,1,1,2,3,4,1,1,1,4,2,3,1,0,0,2
0,13.65,44,0,124.98,0,0,0,0,1,1,1,2,0,3,0,1,4,1,1,7,1,3,0,2,0,0
1,1324.72,41,0,165.58,0,0,2,0,0,2,1,0,2,2,0,0,2,3,0,2,3,3,0,1,0,2
0,0.98,50,0,96.81,0,0,4,1,2,1,1,0,2,0,1,1,2,0,0,2,2,2,1,0,1,2
0,37.8,24,1,0.72,0,0,0,0,0,1,1,1,3,3,0,0,3,0,1,2,0,2,3,1,1,2
1,1134.84,38,0,361.85,0,1,3,0,0,3,0,1,0,2,1,1,3,1,1,5,1,2,0,1,0,2
0,103.39,44,1,191.86,0,0,2,0,1,2,0,2,0,5,1,0,1,0,0,3,1,3,2,1,1,0
0,162.01,39,1,108.97,0,2,0,0,1,0,0,0,2,4,0,2,5,1,1,1,0,2,1,2,0,1
0,4.32,40,1,25.78,0,0,0,0,1,2,2,1,0,3,1,0,1,1,3,3,2,4,1,0,1,0
0,46.5,32,0,56.83,0,1,0,1,0,1,0,2,1,3,3,2,1,1,1,2,1,3,0,0,0,2
1,1577.21,37,0,113.37,0,0,2,2,0,0,1,3,2,5,0,1,3,1,1,1,1,2,0,3,0,3
1,949.57,51,0,99.68,0,0,0,1,0,2,1,2,0,5,0,1,2,2,1,3,1,0,0,0,1,1
1,682.27,56,0,41.22,0,1,0,0,1,0,1,1,0,3,0,0,2,0,1,3,1,2,1,1,0,0
1,1662.16,36,1,102.24,0,0,2,1,1,1,0,4,0,4,1,1,2,2,1,1,1,4,2,1,0,2
1,1513.6,30,1,13.66,0,1,3,0,3,0,0,3,0,5,1,1,1,1,3,0,3,3,0,3,0,0
1,1422.44,28,1,1.76,0,2,1,3,2,0,0,3,2,3,1,0,4,1,3,2,0,3,0,1,0,1
0,33.86,27,0,32.35,0,1,1,2,0,2,2,4,1,2,0,2,3,0,0,4,1,6,0,0,1,2
1,1652.22,30,0,139.82,1,2,1,0,2,1,1,2,4,2,0,0,1,0,0,4,4,3,1,1,0,2
0,29.42,31,0,168.19,0,2,0,0,0,2,0,4,1,2,0,2,0,0,1,2,1,1,2,1,1,1
1,1285.91,60,2,150.31,0,0,1,3,0,3,0,6,1,6,0,2,3,0,0,2,0,0,0,2,0,0
1,1244,23,0,3.23,0,1,1,1,1,2,1,1,1,5,0,1,1,0,2,0,1,5,0,3,0,1
0,11.16,39,0,5.52,0,1,1,0,2,2,1,1,1,1,0,1,0,2,2,4,2,2,0,1,0,4
0,156.42,24,1,315.25,0,1,1,1,2,2,1,1,2,7,0,1,0,0,1,1,3,1,0,0,1,2
1,1434.21,46,0,115.3,0,1,1,2,2,1,1,1,0,1,0,2,1,2,3,2,2,1,0,2,2,3
0,4.3,58,0,6.13,0,3,1,1,0,1,1,2,2,3,0,1,1,1,0,1,1,2,2,0,1,3
0,65.98,30,0,408.15,0,2,2,1,0,0,0,2,3,4,2,3,4,1,0,1,1,0,1,1,1,1
1,1613.65,20,0,18.67,1,0,1,1,1,0,2,4,3,2,1,0,4,2,0,2,2,3,1,1,0,1
0,299.42,49,0,280.18,0,0,2,1,0,0,2,2,4,2,2,1,1,0,1,3,0,4,2,0,1,3
0,36.94,31,0,111.53,0,0,0,1,1,0,2,7,1,2,0,2,3,1,1,1,1,0,1,0,1,2
1,1236.21,26,0,28.39,0,1,1,0,0,2,1,2,0,5,2,1,5,2,0,2,1,1,0,2,1,0
0,153.11,24,0,274.57,0,2,0,0,3,1,3,2,1,2,0,0,4,0,4,0,1,3,0,0,0,1
0,135.46,48,0,79.7,0,1,2,1,0,0,1,1,1,5,2,4,1,0,2,3,0,0,0,3,1,4
0,34.51,44,0,31.95,0,0,0,1,1,0,1,3,0,7,2,0,2,2,2,0,1,1,1,2,1,0
0,36.8,38,0,191.76,0,0,1,1,2,1,2,0,3,1,0,1,0,2,0,2,3,1,0,1,1,2
1,1210.87,23,1,24.87,0,0,1,0,2,2,1,1,0,2,1,2,2,1,1,0,0,2,1,2,1,3
1,1199.88,48,0,83.57,0,1,1,0,1,0,1,2,1,3,0,1,2,1,0,4,0,2,1,0,1,3
1,1237.72,31,0,122.34,0,3,2,0,1,0,0,1,2,2,1,1,1,2,1,2,2,2,0,1,0,2
1,1212.42,33,1,152.69,0,3,1,1,0,2,1,1,0,4,0,0,1,0,0,4,0,1,4,0,1,3
1,1155.55,53,1,69.01,0,1,0,3,2,0,0,1,1,1,0,2,3,0,2,1,0,4,1,0,2,0
1,1225.97,32,0,24.18,2,2,0,1,1,1,1,1,1,2,1,0,2,1,0,1,3,0,1,3,0,1
0,143.31,32,0,4.34,0,1,1,1,1,0,0,1,4,2,1,0,4,0,1,5,2,2,3,2,0,3
0,209.66,49,1,486.9,0,1,0,2,1,0,0,2,4,2,0,2,1,0,2,2,1,2,0,1,4,3
1,1417.58,30,1,31.01,1,1,0,1,0,0,0,3,0,2,2,3,4,0,2,0,2,4,0,0,2,3
1,1833.07,52,1,14.41,0,0,2,1,1,1,2,3,0,7,2,3,5,0,4,1,1,1,3,1,0,1
1,1649.67,27,1,5.02,1,1,1,0,0,0,3,3,3,3,0,1,0,2,1,2,1,5,2,0,2,1
0,44.9,32,1,106.51,0,2,2,1,0,0,0,4,1,5,1,1,1,4,0,3,0,8,0,1,0,3
0,30.34,26,0,35.93,0,0,2,0,3,3,0,4,1,2,0,0,2,2,1,0,2,2,3,1,1,0
0,8.01,39,0,95.49,0,0,0,1,2,1,0,4,0,6,1,0,2,3,1,4,1,1,0,3,0,2
0,12.53,22,0,83.35,0,2,0,1,2,1,0,1,0,3,0,2,1,0,0,1,0,3,0,0,0,3
1,1809.51,53,0,37.86,0,2,1,0,0,1,6,3,2,2,1,0,2,1,1,4,2,2,3,2,0,2
1,1295.9,43,0,237.96,0,0,2,0,2,0,1,3,0,4,0,0,1,4,0,1,0,1,0,2,1,1
0,49.1,36,0,136.2,0,0,0,1,2,0,1,2,3,5,1,1,5,3,1,1,0,2,0,0,3,2
0,64.04,34,0,6.26,0,2,1,0,2,1,0,4,2,1,0,0,1,1,1,2,0,2,1,2,0,1
0,21.27,55,0,72.55,0,1,1,1,1,3,0,1,1,4,1,0,0,0,1,2,1,3,1,1,0,5
1,1814.89,30,0,133.19,1,1,3,0,1,1,1,4,1,1,2,1,4,1,0,2,1,7,1,0,1,2
1,1261.4,45,2,121.51,0,0,1,0,1,1,3,2,0,4,0,0,4,0,1,1,1,1,2,0,0,1
0,97.87,40,0,63.29,0,2,1,2,0,1,0,1,0,4,1,1,2,2,1,3,2,4,1,0,0,3
0,243.93,32,2,33.76,0,0,1,1,0,3,1,1,0,1,3,1,3,1,0,4,1,1,2,1,5,2
1,1409.43,54,0,203.5,0,0,0,0,2,2,0,3,3,4,0,0,2,1,2,1,0,5,0,0,1,2
1,1232.97,31,0,24.16,0,1,1,0,0,1,1,4,3,4,1,2,0,0,3,2,0,2,0,0,1,1
0,34.87,19,0,20.59,0,2,2,0,0,1,2,1,0,2,1,2,1,0,2,0,2,1,1,0,0,1
0,1.09,27,0,70.81,0,2,1,0,0,1,0,2,4,2,0,1,2,0,1,0,0,4,2,3,1,2
1,996.12,38,0,23.06,0,1,2,1,0,3,2,1,1,2,0,0,1,0,2,1,0,3,0,1,0,2
1,1617.52,43,1,85.45,1,0,0,4,1,1,1,1,2,0,2,1,4,1,1,4,2,2,3,0,1,1
0,24.72,42,0,187.82,0,1,1,0,0,1,0,1,1,0,2,1,0,1,1,2,1,1,2,0,0,4
0,26.68,29,0,58.94,0,3,2,0,1,5,2,3,3,1,0,3,3,0,0,2,0,3,0,0,0,1
0,64.88,47,1,70.69,1,0,0,2,0,3,0,3,0,1,0,2,1,0,1,1,1,3,2,2,1,3
0,81.7,53,0,128.32,0,1,1,1,1,0,2,0,0,4,1,0,0,0,1,0,0,2,2,2,1,1
0,15.54,30,1,148.24,0,2,3,1,0,0,0,2,0,3,1,0,0,0,1,3,0,1,1,1,0,4
1,1287.36,45,0,14.29,0,1,0,1,1,2,1,3,0,2,1,1,3,0,1,0,1,4,1,1,1,2
1,1391.9,48,0,4.82,0,0,1,0,1,1,2,2,0,3,2,0,2,3,1,0,0,1,0,1,2,2
1,1185.52,47,0,28.64,0,1,0,3,0,3,1,1,2,2,0,2,2,0,1,3,0,5,0,1,0,3
1,1356.75,30,1,88.31,0,1,1,0,0,2,1,1,2,4,1,0,1,2,3,2,0,0,0,0,2,3
1,1996.86,60,0,37.5,1,1,4,2,0,3,2,1,2,4,2,0,3,1,0,4,1,0,2,1,3,2
1,1133.13,50,0,74.07,0,0,0,2,1,0,0,0,0,2,2,1,3,0,2,3,1,1,1,0,1,1
0,84.46,84,0,290.64,0,1,0,3,1,1,2,1,0,5,1,1,4,1,2,2,0,3,0,1,1,3
0,36.85,42,0,58.27,0,1,0,1,0,1,0,1,2,3,1,1,3,0,3,4,0,0,1,1,1,1
0,201.92,39,0,108.98,0,0,2,2,0,2,0,1,2,4,3,2,0,1,0,6,1,2,2,1,0,2
1,1511.99,25,0,29.78,1,2,2,1,1,1,1,5,0,1,2,1,0,0,1,3,1,1,0,0,0,5
1,1369.31,33,1,126.59,0,2,0,2,0,1,2,1,0,5,4,0,1,2,0,5,1,1,0,0,1,1
1,1432.89,38,0,90.59,0,1,0,4,0,0,1,1,3,2,0,1,1,1,1,3,0,3,2,0,4,1
1,1413.18,38,1,136.33,0,0,0,1,1,0,1,5,1,3,0,1,3,2,0,0,1,2,1,2,2,2
1,1488.9,39,0,124.26,0,1,2,1,1,0,1,3,0,3,1,0,1,0,1,1,3,3,1,1,0,2
1,1508.95,43,3,25.92,0,0,1,3,0,1,1,2,0,4,2,1,3,5,0,4,1,1,1,0,1,1
0,163.27,40,0,183.22,0,0,1,0,1,0,1,7,1,5,2,1,3,0,1,3,0,2,0,2,1,2
0,62.64,28,0,67.25,0,1,1,0,2,1,0,1,2,3,2,1,1,1,2,1,1,1,2,1,3,4
0,111.11,39,0,171.57,0,0,1,0,2,1,2,0,1,3,2,1,5,0,0,3,1,2,1,0,4,2
1,1596.31,54,0,31.27,0,1,0,1,0,2,1,1,0,3,3,1,3,0,5,3,3,1,1,1,1,4
0,17.34,43,0,7.82,0,0,0,0,1,2,1,3,1,3,1,0,3,0,0,0,0,4,4,0,1,3
0,20.46,30,1,234.59,0,1,2,2,1,2,2,1,1,2,2,1,4,1,1,4,0,2,0,2,1,1
0,249.58,45,1,8.29,0,0,1,3,1,0,4,1,2,1,1,1,2,1,0,6,1,1,3,1,1,3
0,24.65,56,0,192.69,1,1,0,1,0,0,2,1,0,3,2,4,1,0,1,1,1,3,0,0,0,3
1,1577.83,45,0,189.33,0,2,1,1,4,0,0,0,0,4,0,1,2,4,1,1,1,1,1,1,1,3
1,9190.32,21,0,38927.35,0,2,0,0,1,0,4,1,2,4,0,1,3,1,2,3,0,1,0,2,0,2
0,10.96,51,1,23.76,0,1,2,0,0,3,0,3,0,3,1,1,1,0,2,2,2,1,3,2,1,2
1,1117.73,54,1,87.94,0,2,0,2,0,3,0,2,2,3,0,1,0,0,1,3,1,3,1,1,1,2
1,1836.16,59,0,215.4,0,1,0,0,2,0,1,2,0,8,0,0,3,0,1,1,0,1,1,1,1,7
1,1631.56,27,0,178.06,0,0,2,0,1,1,1,3,1,1,2,1,2,2,1,3,1,2,1,1,2,3
0,87.59,24,1,111.48,0,0,0,0,2,0,0,1,2,1,2,1,4,1,2,2,0,0,4,1,2,3
1,1782.41,22,0,80.9,0,3,1,1,1,2,4,1,0,5,3,2,2,2,1,1,2,2,0,1,0,2
1,1041.86,56,0,114.57,0,1,1,1,0,0,1,1,1,4,1,0,2,0,1,3,1,3,0,0,1,1
0,33.72,38,0,3.22,1,1,1,0,0,0,0,1,0,2,0,0,1,1,2,2,0,2,1,0,1,1
1,2054.55,53,0,7.56,0,3,0,1,3,0,0,4,3,5,3,1,2,0,3,3,2,1,1,3,3,2
0,40.28,26,0,44.16,1,1,1,0,1,0,1,1,2,1,1,2,1,1,0,2,1,4,1,0,0,0
0,9.5,26,0,8.54,1,1,1,3,1,0,1,3,1,4,0,2,2,2,0,2,3,1,0,4,0,1
1,2114.87,40,0,70.13,0,3,0,2,0,0,1,5,0,8,0,1,1,1,1,1,0,2,3,4,3,4
1,1122.83,39,0,6.97,0,1,1,0,0,1,0,2,1,4,2,1,1,2,1,1,0,2,1,2,1,1
1,1425.54,46,0,26.42,0,0,2,0,1,0,1,3,1,4,0,2,5,1,1,0,0,2,3,1,1,1
1,1423.8,36,0,13.08,0,0,2,0,3,1,1,1,1,5,0,2,2,2,0,3,0,3,0,0,0,3
0,57.15,28,1,14.01,0,0,0,0,3,2,0,3,1,7,0,0,4,1,0,4,0,2,1,1,0,1
0,114.56,50,0,30.08,0,1,0,1,2,1,1,4,0,1,3,0,1,1,0,1,2,2,3,0,2,2
0,18.86,25,0,27.66,0,0,3,2,1,0,0,2,1,5,0,1,3,0,1,3,0,1,0,0,1,3
1,929.57,50,1,84.01,0,1,0,0,0,1,3,0,0,3,0,0,0,2,2,2,0,0,0,0,2,1
0,320.43,23,0,114.31,0,0,2,1,0,1,1,2,0,3,1,1,2,1,0,4,0,2,0,1,2,3
1,1009.2,29,0,23.46,0,0,0,0,0,1,4,0,1,1,0,0,3,1,1,3,2,3,0,3,1,0
0,40.92,39,0,21.84,0,0,1,1,1,0,2,1,0,4,3,2,2,0,2,3,4,3,0,1,1,0
0,43.81,20,0,26.76,0,3,0,1,0,1,0,2,4,2,1,0,0,0,1,2,2,2,0,1,1,2
1,1573.37,44,0,127.25,0,1,1,0,1,0,4,6,0,1,0,0,3,2,1,1,0,1,5,1,0,1
1,1706.23,26,1,412.61,0,2,0,1,2,1,0,4,2,4,0,3,1,0,1,1,2,0,3,1,1,1
0,37.86,30,0,28.49,0,1,0,0,1,1,2,2,1,4,1,3,5,1,0,3,1,2,1,1,1,1
1,1341.16,28,1,49.98,0,0,1,1,1,0,1,0,3,5,0,0,4,0,2,1,0,1,0,1,1,2
0,49.21,38,0,46.62,0,1,4,3,1,2,1,1,1,2,0,0,1,0,3,2,0,2,2,1,1,1
1,1021.48,42,1,156.02,0,0,0,2,1,3,1,2,2,1,1,1,1,3,1,3,1,1,1,0,0,0
0,187.26,18,1,99.98,0,0,1,1,4,0,1,0,2,3,0,2,4,1,1,1,0,4,0,1,2,1
0,191.09,26,0,149.58,0,2,0,3,1,1,0,2,2,0,1,3,0,2,0,2,1,3,1,0,0,1
0,37.13,23,1,14.73,0,3,0,0,1,0,0,2,1,4,6,1,3,0,1,2,0,2,2,1,2,3
0,13.63,46,1,61.19,0,1,1,1,2,0,1,2,2,4,0,2,3,1,1,2,1,3,0,2,1,4
0,38.87,38,1,24.72,0,1,0,2,1,2,0,0,1,2,0,1,2,1,0,7,2,0,0,0,1,4
0,45.89,37,0,116.57,0,0,0,1,0,1,1,3,0,5,0,0,3,0,0,1,0,1,1,0,2,0
0,11.12,52,1,83.27,0,0,0,1,0,1,0,3,1,5,2,1,2,2,0,1,0,1,0,1,0,1
0,33,24,0,61.26,0,0,1,1,0,0,1,2,0,6,0,1,3,2,2,1,0,0,0,1,0,3
1,1630.29,47,0,51.09,0,2,0,0,3,1,0,5,0,6,2,0,4,0,1,1,1,1,1,0,2,2
0,7.38,30,1,0.39,0,2,1,0,1,2,2,3,0,6,1,1,1,1,1,1,0,2,1,1,0,0
0,7.33,35,0,43.24,0,0,1,1,1,2,2,3,0,1,2,2,0,1,2,2,3,3,3,2,0,1
0,213.28,25,0,116.98,0,0,1,0,0,2,0,2,4,1,2,2,4,2,0,1,1,6,1,2,2,0
0,19.76,44,1,91.35,0,0,0,1,2,1,0,3,1,9,1,1,1,0,1,3,1,0,0,1,1,1
0,53.38,38,0,12.12,0,1,0,2,1,3,0,1,1,2,2,0,1,0,1,1,1,1,2,1,2,2
0,221.64,45,0,331.52,0,1,1,1,1,0,0,1,3,0,1,2,5,0,0,4,2,1,2,1,0,0
1,1822.58,29,1,25.7,0,2,5,0,2,2,2,3,0,3,0,1,2,2,0,3,1,1,3,0,1,1
1,1583.19,43,1,154.61,0,0,3,0,0,4,0,0,0,4,1,2,4,1,0,3,0,2,3,1,4,1
0,41.85,33,0,136.06,0,0,0,1,0,0,1,2,2,3,1,1,0,1,1,3,4,2,0,3,3,7
0,46.92,22,0,14.17,0,0,0,1,1,0,1,1,0,3,0,0,1,1,1,2,0,1,0,0,0,2
0,4.44,30,2,207.13,0,3,1,1,2,1,1,4,2,2,0,2,2,1,4,1,0,2,2,3,0,2
0,19.06,61,1,353.15,0,1,1,0,2,2,1,2,0,4,0,2,4,0,1,2,0,4,1,2,0,1
1,1336.69,28,0,170.31,0,0,2,3,0,1,1,1,1,3,1,2,1,1,1,1,2,1,0,0,0,1
0,86.41,62,0,81.93,0,0,2,2,0,1,1,1,0,3,0,0,3,4,0,1,0,3,1,0,0,3
0,4.28,53,0,38.23,0,3,1,0,0,0,0,0,3,3,0,1,1,2,2,5,2,1,0,1,1,1
0,5.2,30,0,64.64,0,0,1,1,2,4,1,0,0,3,1,0,3,0,2,3,1,5,1,1,0,5
1,992.64,41,1,127.71,0,2,1,1,0,2,2,1,0,1,2,3,1,0,3,0,0,3,1,1,1,0
0,104.76,54,0,23.12,0,2,1,0,0,0,1,0,2,4,0,1,1,0,1,2,2,2,0,1,0,1
1,966.06,38,1,11.19,0,0,0,0,2,2,1,0,1,0,0,0,1,1,1,1,1,3,1,1,2,1
0,32.04,35,1,7.99,0,0,0,0,0,0,2,2,0,6,0,0,3,0,0,4,2,4,1,3,1,1
0,52.23,53,0,90.56,0,1,3,1,0,2,2,1,1,1,0,1,2,0,1,2,1,0,0,1,1,2
1,2245.04,36,0,106.69,0,2,1,1,1,3,2,5,0,9,1,0,1,1,3,3,1,4,1,0,0,5
0,60.03,41,1,63.3,0,2,0,1,1,1,1,5,0,2,0,2,4,1,1,3,2,1,0,2,1,1
1,1814.6,56,0,69.31,0,1,0,2,0,3,0,4,1,5,1,1,0,3,1,2,2,2,0,1,2,5
1,1517.68,24,1,177.6,0,0,3,0,2,0,0,1,2,2,1,2,1,0,1,2,0,2,2,0,0,3
0,29.56,34,0,33.45,0,1,0,1,2,1,2,0,0,6,0,0,0,3,2,0,1,1,1,0,0,1
0,60.02,34,0,44.51,0,0,1,0,0,1,3,1,3,3,2,1,3,0,1,6,1,0,1,3,0,1
0,2.8,58,0,21.91,1,1,0,1,1,0,3,2,1,3,0,0,1,0,0,0,1,2,0,1,0,1
0,21.45,29,0,49.72,0,0,2,1,2,1,1,2,1,4,1,1,3,1,0,1,0,3,2,0,0,2
0,180.15,28,1,62.84,0,1,0,1,0,0,1,1,0,5,0,0,1,1,0,2,1,2,1,3,4,1
0,83.86,23,0,2.18,0,0,0,0,0,1,0,0,1,4,0,1,1,0,2,7,2,2,1,3,0,1
1,956.69,60,1,526.65,0,1,1,2,1,2,0,2,1,2,2,1,2,0,0,1,0,1,1,1,1,0
1,1565.43,27,1,112.48,0,0,2,1,1,0,2,2,1,3,0,1,4,0,1,1,1,1,2,1,2,3
0,14.7,25,0,80.73,0,0,1,1,2,2,1,1,0,0,1,2,0,0,1,2,0,4,2,1,2,6
0,170.55,48,0,365.98,0,0,0,0,0,0,2,1,1,0,4,0,2,3,1,3,0,0,0,0,1,3
0,206.1,42,1,259.52,0,2,0,0,0,1,0,5,2,6,0,0,2,2,0,1,2,3,1,1,1,3
0,5.58,27,1,95.17,1,1,0,1,1,0,1,3,0,0,0,1,4,0,0,1,0,2,0,1,0,0
0,3.56,28,0,35.5,1,2,1,1,1,1,0,4,0,5,2,1,0,2,0,2,3,0,1,0,0,2
0,147.62,40,1,51.66,0,1,1,2,0,1,1,1,0,2,1,2,2,0,2,2,0,2,1,3,1,2
0,436.07,44,1,255.43,0,0,0,0,1,0,0,4,0,4,1,1,2,1,1,3,3,2,0,2,1,1
1,1089.41,35,0,106.23,0,2,0,0,0,0,2,2,2,3,1,1,1,0,2,3,2,1,0,0,1,0
1,1929.36,60,0,82.95,0,0,3,1,0,2,1,2,0,7,3,2,4,1,1,1,1,4,1,2,0,1
0,53.17,29,1,105.93,0,0,1,4,2,2,1,1,2,2,1,2,1,1,2,2,1,2,0,0,0,4
1,1282.45,40,2,24.83,0,1,2,4,0,0,1,2,0,2,0,1,5,0,0,1,1,3,0,0,2,0
0,313.93,47,2,127.49,0,1,1,0,1,1,0,5,0,1,0,0,1,1,2,3,2,3,0,2,1,2
1,1390.39,32,0,115.99,0,2,1,3,1,1,0,2,2,2,2,1,0,0,0,2,0,2,1,0,2,2
1,1682.71,52,0,54.03,0,0,0,1,2,0,1,2,1,1,0,1,4,1,0,0,4,1,0,1,0,7
1,1432.28,63,0,213.09,0,0,2,1,1,0,2,2,1,3,2,2,1,1,2,4,0,2,1,0,1,1
0,100.45,47,1,50.88,1,2,0,1,0,0,1,2,0,4,1,0,1,1,2,2,2,4,3,1,0,5
0,127.72,42,0,126.95,0,2,2,2,1,0,0,0,0,2,2,0,2,0,1,0,1,1,1,0,1,3
1,1429.17,26,1,5.56,0,0,1,1,1,1,0,2,1,3,3,1,2,2,2,2,3,0,0,4,1,1
1,1732,48,0,74.38,0,1,0,1,1,1,2,4,2,8,2,1,3,0,1,0,0,3,2,1,1,1
1,1028.81,28,1,0.25,0,0,2,0,0,0,1,2,0,3,0,2,1,1,3,1,0,3,2,0,2,0
0,62.89,51,1,52.61,0,2,0,2,0,1,2,1,0,2,3,1,3,2,0,2,1,2,1,0,1,2
0,33.42,30,0,15.59,0,3,1,0,2,0,0,2,2,3,1,0,4,0,1,3,0,2,1,0,0,2
1,1498.21,60,0,237.77,0,1,3,2,2,0,0,1,1,1,0,0,4,2,0,2,2,0,2,2,1,2
0,154.15,28,0,84.82,0,2,0,0,1,1,0,4,0,2,1,3,1,2,2,2,0,3,2,0,2,1
0,72.13,54,0,4.06,0,2,0,1,0,3,2,2,0,3,4,0,1,1,0,3,1,3,1,1,0,2
0,205.74,34,0,209,0,1,1,1,1,0,2,1,1,3,0,1,1,2,1,4,2,2,1,4,0,1
0,9.34,25,0,45.45,0,0,0,2,0,1,1,4,0,2,0,3,5,1,0,2,2,1,1,3,1,3
0,34.25,38,1,151.26,0,2,2,1,0,0,0,0,2,4,0,1,2,1,2,1,1,1,1,1,0,1
0,30.14,27,0,26.14,0,1,0,0,0,1,1,1,4,5,1,0,3,2,1,0,1,1,3,0,1,1
1,1551.82,50,0,116.4,0,0,0,1,1,1,4,0,0,6,1,0,3,0,0,0,1,1,0,1,0,4
